"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
580-0400,1,,대구광역시 수성구 수성2.3가동 123-7,,,2012,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
690-0470,1,,대구광역시 수성구 고산3동 938-000,,,2012,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0469,1,,대구광역시 수성구 고산3동 931-000,,,2012,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0468,1,,대구광역시 수성구 고산3동 938-000,,,2012,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
580-0399,1,,대구광역시 수성구 수성2.3가동 80-3,,,2010,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
680-0879,1,,대구광역시 수성구 고산2동 462-2,,,2012,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
610-0686,1,,대구광역시 수성구 중동 603-3,,,2012,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
610-0685,1,,대구광역시 수성구 중동 516-13,,,2012,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
580-0398,1,,대구광역시 수성구 수성2.3가동 141-5,,,2010,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
662-0168,1,,대구광역시 수성구 범물2동 723-0,,,2008,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
662-0167,1,,대구광역시 수성구 범물2동 717-1,,,2008,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
662-0166,1,,대구광역시 수성구 범물2동 1331,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
662-0165,1,,대구광역시 수성구 범물2동 1331,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
662-0164,1,,대구광역시 수성구 범물2동 1331,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
662-0163,1,,대구광역시 수성구 범물2동 1334-3,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
662-0162,1,,대구광역시 수성구 범물2동 1331,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0878,1,,대구광역시 수성구 고산2동 99-0,,,2012,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0877,1,,대구광역시 수성구 고산2동 430-1,,,2012,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0876,1,,대구광역시 수성구 고산2동 429-0,,,2012,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0875,1,,대구광역시 수성구 고산2동 339-0,,,2012,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0874,1,,대구광역시 수성구 고산2동 338-0,,,2012,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
630-0588,1,,대구광역시 수성구 파동 289-2,,,2012,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
560-0519,1,,대구광역시 수성구 만촌2동 1022-17,,,2000,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
560-0518,1,,대구광역시 수성구 만촌2동 1022-19,,,2000,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
630-0588,1,,대구광역시 수성구 파동 289-1,,,2012,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
680-0873,1,,대구광역시 수성구 고산2동 254-1,,,2012,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0872,1,,대구광역시 수성구 고산2동 804-0,,,2012,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0871,1,,대구광역시 수성구 고산2동 804-0,,,2012,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0870,1,,대구광역시 수성구 고산2동 342-1,,,2012,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
630-0343,1,,대구광역시 수성구 파동 377-2,,,2012,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
620-0634,1,,대구광역시 수성구 상동 622-3,,,2008,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
570-0415,1,,대구광역시 수성구 수성1가동 254-1,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
540-0369,1,,대구광역시 수성구 범어4동 219-25,,,2001,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
540-0368,1,,대구광역시 수성구 범어4동 84,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0869,1,,대구광역시 수성구 고산2동 산16-1,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0868,1,,대구광역시 수성구 고산2동 산16-1,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0867,1,,대구광역시 수성구 고산2동 산16-1,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0866,1,,대구광역시 수성구 고산2동 산15-1,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0865,1,,대구광역시 수성구 고산2동 산16-1,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0115,1,,대구광역시 수성구 고산3동 595-3,,,1995,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0864,1,,대구광역시 수성구 고산2동 430-1,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0863,1,,대구광역시 수성구 고산2동 시지교밑,,,2011,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
640-0073,1,,대구광역시 수성구 두산동 204-2,,,2018,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0862,1,,대구광역시 수성구 고산2동 산15-1,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0861,1,,대구광역시 수성구 고산2동 472-0,,,2018,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0860,1,,대구광역시 수성구 고산2동 316-1,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0859,1,,대구광역시 수성구 고산2동 212,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0858,1,,대구광역시 수성구 고산2동 239-0,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0857,1,,대구광역시 수성구 고산2동 225-1,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0856,1,,대구광역시 수성구 고산2동 154,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0855,1,,대구광역시 수성구 고산2동 94-1,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
570-0414,1,,대구광역시 수성구 수성1가동 550-4,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
570-0413,1,,대구광역시 수성구 수성1가동 653-18,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
570-0412,1,,대구광역시 수성구 수성1가동 449-3,,,2011,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
570-0411,1,,대구광역시 수성구 수성1가동 449-4,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
670-0319,1,,대구광역시 수성구 고산1동 467-0,,,1999,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0562,1,,대구광역시 수성구 만촌1동 342-44,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0561,1,,대구광역시 수성구 만촌1동 342-44,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0560,1,,대구광역시 수성구 만촌1동 342-40,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0559,1,,대구광역시 수성구 만촌1동 342-39,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0558,1,,대구광역시 수성구 만촌1동 342-26,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0557,1,,대구광역시 수성구 만촌1동 342-25,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0556,1,,대구광역시 수성구 만촌1동 342-15,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0555,1,,대구광역시 수성구 만촌1동 347-12,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0554,1,,대구광역시 수성구 만촌1동 347-5,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0553,1,,대구광역시 수성구 만촌1동 347-1,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0552,1,,대구광역시 수성구 만촌1동 347-11,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0551,1,,대구광역시 수성구 만촌1동 346-0,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0550,1,,대구광역시 수성구 만촌1동 345-1,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0549,1,,대구광역시 수성구 만촌1동 362-8,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0548,1,,대구광역시 수성구 만촌1동 362-4,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0547,1,,대구광역시 수성구 만촌1동 368-4,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0546,1,,대구광역시 수성구 만촌1동 368-2,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0545,1,,대구광역시 수성구 만촌1동 371-0,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0544,1,,대구광역시 수성구 만촌1동 371-0,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0543,1,,대구광역시 수성구 만촌1동 370-0,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0542,1,,대구광역시 수성구 만촌1동 376-5,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0541,1,,대구광역시 수성구 만촌1동 378-9,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0540,1,,대구광역시 수성구 만촌1동 380-2,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0539,1,,대구광역시 수성구 만촌1동 389-30,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0538,1,,대구광역시 수성구 만촌1동 190-6,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0537,1,,대구광역시 수성구 만촌1동 389-29,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
670-0318,1,,대구광역시 수성구 고산1동 567-33,,,2010,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
670-0317,1,,대구광역시 수성구 고산1동 567-32,,,2018,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
670-0316,1,,대구광역시 수성구 고산1동 567-51,,,2018,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
670-0315,1,,대구광역시 수성구 고산1동 567-5,,,2018,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
670-0314,1,,대구광역시 수성구 고산1동 567-6,,,2018,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
670-0313,1,,대구광역시 수성구 고산1동 608-3,,,2018,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0854,1,,대구광역시 수성구 고산2동 137-5,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
640-0337,1,,대구광역시 수성구 두산동 135-13,,,2018,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
620-0628,1,,대구광역시 수성구 상동 84-15,,,2007,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
620-0627,1,,대구광역시 수성구 상동 87-0,,,2007,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
620-0626,1,,대구광역시 수성구 상동 88-2,,,2007,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0853,1,,대구광역시 수성구 고산2동 443-0,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
630-0212,1,,대구광역시 수성구 파동 118-18,,,,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
610-0684,1,,대구광역시 수성구 중동 490-.,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
620-0624,1,,대구광역시 수성구 상동 7-2,,,2009,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
651-0566,1,,대구광역시 수성구 지산1동 761-19,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
651-0565,1,,대구광역시 수성구 지산1동 1028-2,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
651-0564,1,,대구광역시 수성구 지산1동 1024-7,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
610-0683,1,,대구광역시 수성구 중동 313-5,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
651-0563,1,,대구광역시 수성구 지산1동 939-3,,,2010,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
651-0562,1,,대구광역시 수성구 지산1동 984-18,,,2010,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
651-0561,1,,대구광역시 수성구 지산1동 1268-4,,,2010,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
651-0560,1,,대구광역시 수성구 지산1동 954-1,,,2010,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0536,1,,대구광역시 수성구 만촌1동 428-12,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0535,1,,대구광역시 수성구 만촌1동 389-14,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0534,1,,대구광역시 수성구 만촌1동 190-11,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0533,1,,대구광역시 수성구 만촌1동 389-11,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0532,1,,대구광역시 수성구 만촌1동 636-7,,,2011,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
550-0531,1,,대구광역시 수성구 만촌1동 685-54,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0530,1,,대구광역시 수성구 만촌1동 381-5,,,2011,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
550-0529,1,,대구광역시 수성구 만촌1동 608-23,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0528,1,,대구광역시 수성구 만촌1동 70-0,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0527,1,,대구광역시 수성구 만촌1동 685-51,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0526,1,,대구광역시 수성구 만촌1동 657-4,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0525,1,,대구광역시 수성구 만촌1동 678-1,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0524,1,,대구광역시 수성구 만촌1동 356-1,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0523,1,,대구광역시 수성구 만촌1동 358-6,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0522,1,,대구광역시 수성구 만촌1동 474-1,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0521,1,,대구광역시 수성구 만촌1동 산32-11,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
550-0520,1,,대구광역시 수성구 만촌1동 647-18,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
610-0682,1,,대구광역시 수성구 중동 532-316,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
610-0681,1,,대구광역시 수성구 중동 532-295담장,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
620-0604,1,,대구광역시 수성구 상동 116-22,,,2003,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0852,1,,대구광역시 수성구 고산2동 494-9,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
610-0217,1,,대구광역시 수성구 중동 532-535,,,,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0545,1,,대구광역시 수성구 황금2동 888-10,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
630-0587,1,,대구광역시 수성구 파동 344-0,,,2011,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
630-0586,1,,대구광역시 수성구 파동 679-0,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
630-0585,1,,대구광역시 수성구 파동 376-0,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
630-0584,1,,대구광역시 수성구 파동 211-1,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
630-0583,1,,대구광역시 수성구 파동 118-25,,,2010,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
630-0582,1,,대구광역시 수성구 파동 192-1,,,2010,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
630-0581,1,,대구광역시 수성구 파동 440-3,,,2010,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
630-0580,1,,대구광역시 수성구 파동 446-3,,,2010,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
630-0579,1,,대구광역시 수성구 파동 486-1,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0851,1,,대구광역시 수성구 고산2동 134-3,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
640-0401,1,,대구광역시 수성구 두산동 53-4,,,,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
680-0849,1,,대구광역시 수성구 고산2동 243-5,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
610-0680,1,,대구광역시 수성구 중동 153-.,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
610-0679,1,,대구광역시 수성구 중동 532-398,,,2011,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
610-0678,1,,대구광역시 수성구 중동 537-54,,,2011,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
610-0677,1,,대구광역시 수성구 중동 532-232,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
610-0676,1,,대구광역시 수성구 중동 551-130,,,2011,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
610-0675,1,,대구광역시 수성구 중동 484-2,,,2011,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
610-0674,1,,대구광역시 수성구 중동 150-.,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
610-0673,1,,대구광역시 수성구 중동 021-8,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
610-0672,1,,대구광역시 수성구 중동 122-2,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
610-0671,1,,대구광역시 수성구 중동 395-13,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
610-0670,1,,대구광역시 수성구 중동 089-4,,,2011,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
570-0410,1,,대구광역시 수성구 수성1가동 93-46,,,2010,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
570-0409,1,,대구광역시 수성구 수성1가동 93-46,,,2008,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
570-0408,1,,대구광역시 수성구 수성1가동 254-25(해원드림빌101,,,2009,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
652-0206,1,,대구광역시 수성구 지산2동 1204-16,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
652-0205,1,,대구광역시 수성구 지산2동 1200,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
652-0204,1,,대구광역시 수성구 지산2동 1199-10,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
652-0203,1,,대구광역시 수성구 지산2동 1248-1,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
652-0202,1,,대구광역시 수성구 지산2동 1160-74,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
560-0517,1,,대구광역시 수성구 만촌2동 1000-3,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
560-0516,1,,대구광역시 수성구 만촌2동 1000-4,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
560-0515,1,,대구광역시 수성구 만촌2동 700-0,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
560-0514,1,,대구광역시 수성구 만촌2동 1019-21,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
560-0513,1,,대구광역시 수성구 만촌2동 992-1,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
560-0512,1,,대구광역시 수성구 만촌2동 752-9,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
560-0511,1,,대구광역시 수성구 만촌2동 757-1,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
560-0510,1,,대구광역시 수성구 만촌2동 992-57,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0467,1,,대구광역시 수성구 고산3동 510-2,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0466,1,,대구광역시 수성구 고산3동 510-2,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0465,1,,대구광역시 수성구 고산3동 510-2,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0464,1,,대구광역시 수성구 고산3동 510-2,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0463,1,,대구광역시 수성구 고산3동 510-2,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0462,1,,대구광역시 수성구 고산3동 510-2,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0461,1,,대구광역시 수성구 고산3동 510-2,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0460,1,,대구광역시 수성구 고산3동 510-2,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0459,1,,대구광역시 수성구 고산3동 510-2,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0458,1,,대구광역시 수성구 고산3동 1099-3,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0457,1,,대구광역시 수성구 고산3동 1099-3,,,2011,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0456,1,,대구광역시 수성구 고산3동 144-5,,,2009,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0455,1,,대구광역시 수성구 고산3동 145,,,2009,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0454,1,,대구광역시 수성구 고산3동 497-1,,,2009,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0453,1,,대구광역시 수성구 고산3동 144-20,,,2009,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0452,1,,대구광역시 수성구 고산3동 144-20,,,2009,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0451,1,,대구광역시 수성구 고산3동 146-6,,,2009,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0450,1,,대구광역시 수성구 고산3동 146-6,,,2009,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0449,1,,대구광역시 수성구 고산3동 144-2,,,2009,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0448,1,,대구광역시 수성구 고산3동 148,,,2009,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0447,1,,대구광역시 수성구 고산3동 272-6,,,2009,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0446,1,,대구광역시 수성구 고산3동 268-2,,,2009,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0445,1,,대구광역시 수성구 고산3동 267,,,2009,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0444,1,,대구광역시 수성구 고산3동 266,,,2009,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0443,1,,대구광역시 수성구 고산3동 120-1,,,2009,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0442,1,,대구광역시 수성구 고산3동 145,,,2009,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0441,1,,대구광역시 수성구 고산3동 145,,,2009,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0440,1,,대구광역시 수성구 고산3동 154,,,2009,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0439,1,,대구광역시 수성구 고산3동 154,,,2009,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0438,1,,대구광역시 수성구 고산3동 154,,,2009,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0437,1,,대구광역시 수성구 고산3동 153,,,2009,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0436,1,,대구광역시 수성구 고산3동 152,,,2009,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0435,1,,대구광역시 수성구 고산3동 708,,,2009,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0434,1,,대구광역시 수성구 고산3동 709,,,2009,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0433,1,,대구광역시 수성구 고산3동 367-7,,,1995,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0432,1,,대구광역시 수성구 고산3동 235,,,2009,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0431,1,,대구광역시 수성구 고산3동 294-1,,,2008,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0430,1,,대구광역시 수성구 고산3동 285-2,,,2008,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0429,1,,대구광역시 수성구 고산3동 173-1,,,2008,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0428,1,,대구광역시 수성구 고산3동 174-2,,,2008,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0427,1,,대구광역시 수성구 고산3동 175-2,,,2008,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0426,1,,대구광역시 수성구 고산3동 193-3,,,2008,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0425,1,,대구광역시 수성구 고산3동 193-3,,,2008,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0424,1,,대구광역시 수성구 고산3동 193-4,,,2008,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0423,1,,대구광역시 수성구 고산3동 195-2,,,2008,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0422,1,,대구광역시 수성구 고산3동 418-1,,,2008,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0421,1,,대구광역시 수성구 고산3동 1031,,,2008,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0420,1,,대구광역시 수성구 고산3동 1031,,,2008,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0419,1,,대구광역시 수성구 고산3동 1026,,,2008,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0418,1,,대구광역시 수성구 고산3동 1026,,,2008,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0417,1,,대구광역시 수성구 고산3동 1025-2,,,2008,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0416,1,,대구광역시 수성구 고산3동 1024,,,2008,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0415,1,,대구광역시 수성구 고산3동 1022,,,2008,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0414,1,,대구광역시 수성구 고산3동 1022,,,2008,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0413,1,,대구광역시 수성구 고산3동 1008-1,,,2008,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0412,1,,대구광역시 수성구 고산3동 1001-4,,,2008,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0411,1,,대구광역시 수성구 고산3동 산20,,,2008,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0410,1,,대구광역시 수성구 고산3동 260-3,,,2008,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0409,1,,대구광역시 수성구 고산3동 261-8,,,2008,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0408,1,,대구광역시 수성구 고산3동 236-6,,,2008,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
690-0407,1,,대구광역시 수성구 고산3동 231,,,2008,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
